839550257646063616|0|1.0
839545966785150977|0|1.0
839560151468232705|0|0.7777777777777778
839591437201256448|0|1.0
839591167951941632|0|1.0
839611572364447744|0|1.0
839611302431481857|0|1.0
839606677007564800|0|1.0
839621691919728648|0.42857142857142855|0.2857142857142857
839620317211463680|0|1.0
839619517542191112|0.3333333333333333|0.3333333333333333
839641657247162369|0|0.5
839639879281700864|0.4|0.2
839638780944465920|0|1.0
839635611585695744|0|1.0
839634680320188416|0|1.0
839633295453274113|0|0.5
839656681625657345|0.2|0.6
839655724200431619|0.25|0.375
839654667764318208|0|0.4
839668702048038912|0.21428571428571427|0.5
839666364675674112|0.5|0
839686474756861952|1.0|0
839682369888083968|0.75|0
839678665038393344|0|1.0
839722721604882432|0.3125|0.25
839798764579737601|0|1.0
839812413868412928|0|1.0
839843609226657792|0|1.0
839880616095203329|0.16666666666666666|0.8333333333333334
839893098041835521|0|1.0
839889107824238594|0|0.7142857142857143
839910704102707200|0|0.5
839926362907492353|0|1.0
839924051837513729|0|0.5
839915333620215808|0|0.6666666666666666
839935612102848512|0|1.0
839973878550085632|0|1.0
839971397266997249|0.6666666666666666|0.3333333333333333
839966336239407105|0|1.0
839965304759410688|0|1.0
839980984514871297|0.5|0
839997686187188228|0|0.5
839997313112236033|0|0.6666666666666666
840018744558641152|0|0.6666666666666666
840010633663913985|0|1.0
840008045073702916|0|1.0
840034232932155392|0.09090909090909091|0.6818181818181818
840023833918623744|1.0|0
840041328788553728|0|0.5
840037518083031040|0|1.0
840052813149409280|0|1.0
840067095492616192|0|1.0
840109721436659712|0|0.6666666666666666
840123585347776512|0.4|0.4
840138950308065281|0.2857142857142857|0.7142857142857143
840136304230727682|0|0.25
840197964773621761|0.13333333333333333|0.5333333333333333
840189509459410945|0|1.0
840213350613164032|0.25|0.75
840228154010607617|0|0.6666666666666666
840241709342691329|0|0.6666666666666666
840239469999546368|0|1.0
840253225890635777|0.5|0
840276013028392962|1.0|0
840273467622719488|0|1.0
840302612150910976|0|1.0
840299139673939968|0|1.0
840298885247463424|0|0.5
840297890333433856|1.0|0
840333492705775617|1.0|0
840327946778886144|0|1.0
840365378521964544|0|0.75
840362166259716097|0.45454545454545453|0.5454545454545454
840371420592971776|0.14285714285714285|0.8571428571428571
840390650814124032|0.5|0.5
840388923478147073|0|1.0
840385786839257091|0|0.7142857142857143
840412083325947904|0.5|0
840408670303338497|0|1.0
840400391208603648|0|1.0
840425559054213120|0|0.8333333333333334
840429211882012672|0|0.8
840449017574232064|0.5|0.5
840448566795620352|0|0.5
840447333317914624|0|1.0
840446784300277760|0|1.0
840446720391708672|0|0.7
840446143314063360|0|0.5
840443827492130817|0|1.0
840490953714589696|1.0|0
840573627598745601|1.0|0
840588546700263424|0.25|0.75
840587812097413120|0|0.75
840585787255152642|0.3333333333333333|0.6666666666666666
840584867490463744|1.0|0
840581675256033280|0|1.0
840619768898035712|0.5|0
840616171808399363|0.5|0.5
840638099822542848|0|0.5
840634261740765186|0.5|0.5
840650985273974784|0.5|0.25
840680355862585345|0|1.0
840712906903760896|0|0.3333333333333333
840742545894322177|0|1.0
840760419803369472|0|1.0
840760376438448129|0|1.0
840774984528195584|0|1.0
840803287133749248|0|1.0
840791357086130176|0.3076923076923077|0.6153846153846154
840939744968105984|0|1.0
840935232580775936|0|1.0
840932040677707776|0|0.6666666666666666
840992005241090051|1.0|0
841030265342435330|0|1.0
841029494328684544|0|1.0
841025389463973888|0|0.5
841037460607983616|0.32|0.44
841052619762155520|0.0625|0.6875
841090345261715456|1.0|0
841085689655615488|0.5|0.5
841110177361219584|0|1.0
841134580853813248|0|1.0
841128627370627072|0|1.0
841148127096786944|0|0.6666666666666666
841145076172562432|0|0.5
841141252137586693|0.3333333333333333|0.5
841170883267952642|0|1.0
841196515301433345|0|0.75
841232176041598977|0|1.0
841294924783931393|0|1.0
841293319988748288|0.3333333333333333|0.6666666666666666
841344572290617345|0.75|0
841402589057044480|0|1.0
841420536148180992|0.1111111111111111|0.8888888888888888
841438905480167425|0|0.5
841431736118579204|0|1.0
841454002260733952|0|0.75
841447852760948737|0.3333333333333333|0.3333333333333333
841511826231832576|0|0.75
841505728556818434|0|1.0
841503857536454656|0|1.0
841514625594208257|0|1.0
841545195183263745|0.058823529411764705|0.8235294117647058
841618008695013376|0|1.0
841663785584607232|0.5|0
841694495615913984|0|0.7142857142857143
841786099580211200|0|0.75
841783924820971522|0|0.6666666666666666
841807791601930240|0|0.5
841830356248489985|0.4|0.5
841829380947038209|0|1.0
841827883991633920|0|1.0
841913122801754112|0.7|0.1
841934711459053569|0.2|0.2
841954471802507266|1.0|0
841989929139765248|0.3333333333333333|0.6666666666666666
842006638009688065|0|0.7142857142857143
842027496514154498|0|1.0
842015913968717824|0.03333333333333333|0.8333333333333334
842072407926005761|0|1.0
842071779728330752|0|1.0
842065282285883392|0.3333333333333333|0.3333333333333333
842079462338506758|0|0.5
842112234419585024|0|1.0
842109892076941312|0|1.0
