839550257646063616|0.05|0.5|0.05|0.95
839545966785150977|0.05|0.5|0.05|0.95
839560151468232705|0.05|0.5|0.05|0.95
839591437201256448|0.05|0.5|0.05|0.95
839591167951941632|0.05|0.5|0.05|0.95
839587131794288647|0.05|0.5|0.05|0.95
839586841548341248|0.05|0.5|0.05|0.95
839611572364447744|0.05|0.5|0.05|0.95
839611302431481857|0.05|0.5|0.05|0.95
839606677007564800|0.05|0.5|0.05|0.95
839626413447790592|0.05|0.5|0.05|0.95
839624256833142786|0.05|0.5|0.05|0.95
839621691919728648|0.05|0.5|0.05|0.95
839620317211463680|0.05|0.5|0.05|0.95
839619517542191112|0.05|0.5|0.05|0.95
839641657247162369|0|1.0|0|1.0
839640304911278080|0|1.0|0|1.0
839639879281700864|0|1.0|0|1.0
839638780944465920|0|1.0|0|1.0
839635611585695744|0|1.0|0|1.0
839634680320188416|0|1.0|0|1.0
839633295453274113|0|1.0|0|1.0
839656681625657345|0|1.0|0|1.0
839655724200431619|0|1.0|0|1.0
839654667764318208|0|1.0|0|1.0
839668702048038912|0|1.0|0|1.0
839666364675674112|0|1.0|0|1.0
839663156255301632|0|1.0|0|1.0
839686474756861952|0|1.0|0|1.0
839682369888083968|0|1.0|0|1.0
839678665038393344|0|1.0|0|1.0
839700487393853440|0|1.0|0|1.0
839698268669919237|0|1.0|0|1.0
839695200343715840|0|1.0|0|1.0
839722721604882432|0|1.0|0|1.0
839720695126859776|0|1.0|0|1.0
839798764579737601|0|1.0|0|1.0
839812413868412928|0|1.0|0|1.0
839843609226657792|0|1.0|0|1.0
839880616095203329|0|1.0|0|1.0
839893098041835521|0|1.0|0|1.0
839889107824238594|0|1.0|0|1.0
839910704102707200|0|1.0|0|1.0
839926362907492353|0|1.0|0|1.0
839924051837513729|0|1.0|0|1.0
839915333620215808|0|1.0|0|1.0
839935612102848512|0|1.0|0|1.0
839973878550085632|0|1.0|0|1.0
839971397266997249|0|1.0|0|1.0
839966336239407105|0|1.0|0|1.0
839965304759410688|0|1.0|0|1.0
839980984514871297|0|1.0|0|1.0
839997686187188228|0.034482758620689655|0.5172413793103449|0.27586206896551724|0.5517241379310345
