839550257646063616|"light cloudy"|72.0|0|0|0|0|0|0|69.1
839545966785150977|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839560151468232705|"light cloudy"|89.0|0|0|0|0|0|0|46.0
839591437201256448|"heavy cloudy"|86.0|0|0|0|0|0|1|61.0
839591167951941632|"heavy cloudy"|97.0|0|0|0|0|0|1|50.0
839587131794288647|"heavy cloudy"|83.0|0|0|0|0|0|0|73.4
839586841548341248|"clear"|72.0|0|0|0|0|0|0|84.9
839611572364447744|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839611302431481857|"clear"|72.0|0|0|0|0|0|0|84.9
839606677007564800|"light rain"|100.0|0|0|0|0|0|1|44.1
839626413447790592|"heavy cloudy"|83.0|0|0|0|0|0|0|71.6
839624256833142786|"heavy cloudy"|93.0|0|0|0|1|0|1|50.0
839621691919728648|"heavy cloudy"|93.0|0|0|0|1|0|1|50.0
839620317211463680|"clear"|72.0|0|0|0|0|0|0|84.9
839619517542191112|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839641657247162369|"clear"|72.0|0|0|0|0|0|0|84.9
839640304911278080|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839639879281700864|"light cloudy"|77.0|0|0|0|0|0|1|48.9
839638780944465920|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839635611585695744|"light cloudy"|63.0|0|0|0|0|0|0|75.9
839634680320188416|"clear"|72.0|0|0|0|0|0|0|84.9
839633295453274113|"clear"|72.0|0|0|0|0|0|0|84.9
839656681625657345|"light cloudy"|89.0|0|0|0|0|0|0|64.0
839655724200431619|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839654667764318208|"heavy cloudy"|88.0|0|0|0|0|0|0|71.6
839668702048038912|"heavy cloudy"|86.0|0|0|0|0|0|1|61.0
839666364675674112|"clear"|72.0|0|0|0|0|0|0|84.9
839663156255301632|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839686474756861952|"light cloudy"|89.0|0|0|0|0|0|0|64.0
839682369888083968|"light cloudy"|74.0|0|0|0|0|0|1|50.0
839678665038393344|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839700487393853440|"heavy cloudy"|83.0|0|0|0|0|0|1|46.9
839698268669919237|"clear"|72.0|0|0|0|0|0|0|84.9
839695200343715840|"heavy cloudy"|76.0|0|0|0|0|0|0|75.0
839722721604882432|"light rain"|100.0|0|0|0|0|0|1|44.1
839720695126859776|"clear"|72.0|0|0|0|0|0|0|84.9
839798764579737601|"light cloudy"|81.0|0|0|0|0|0|0|66.0
839812413868412928|"clear"|71.0|0|0|0|0|0|0|60.8
839843609226657792|"clear"|48.0|0|0|0|0|0|0|48.9
839880616095203329|"light cloudy"|67.0|0|0|0|0|0|0|28.9
839893098041835521|"clear"|39.0|0|0|0|0|0|0|48.9
839889107824238594|"clear"|69.0|0|0|0|0|0|0|84.9
839910704102707200|"clear"|28.0|0|0|0|0|0|0|51.1
839926362907492353|"clear"|39.0|0|0|0|0|0|0|66.9
839924051837513729|"light cloudy"|67.0|0|0|0|0|0|0|28.9
839915333620215808|"heavy cloudy"|31.0|0|0|0|0|0|0|69.1
839935612102848512|"clear"|69.0|0|0|0|0|0|0|86.0
839973878550085632|"clear"|69.0|0|0|0|0|0|0|86.0
839971397266997249|"light cloudy"|81.0|0|0|0|0|0|0|66.0
839966336239407105|"clear"|37.0|0|0|0|0|0|0|64.4
839965304759410688|"heavy cloudy"|94.0|0|0|0|0|0|1|79.0
839980984514871297|"clear"|69.0|0|0|0|0|0|0|86.0
839997686187188228|"clear"|69.0|0|0|0|0|0|0|86.0
839997313112236033|"clear"|69.0|0|0|0|0|0|0|86.0
840018744558641152|"light cloudy"|81.0|0|0|0|0|0|0|66.0
840010633663913985|"clear"|89.0|0|0|0|0|0|0|36.0
840008345281056769|"heavy cloudy"|67.0|0|0|0|0|0|0|28.9
840008045073702916|"heavy cloudy"|67.0|0|0|0|0|0|0|28.9
840034232932155392|"heavy cloudy"|67.0|0|0|0|0|0|0|28.9
840023833918623744|"clear"|69.0|0|0|0|0|0|0|57.0
840041328788553728|"heavy cloudy"|100.0|0|0|0|0|0|0|64.4
840037518083031040|"light cloudy"|81.0|0|0|0|0|0|0|66.0
840052813149409280|"light cloudy"|81.0|0|0|0|0|0|0|66.0
840067095492616192|"heavy cloudy"|100.0|0|0|0|0|0|0|64.4
840085390807654400|"clear"|39.0|0|0|0|0|0|0|61.0
840109721436659712|"light cloudy"|84.0|0|0|0|0|0|0|78.1
840095415626162176|"clear"|69.0|0|0|0|0|0|0|86.0
840123585347776512|"clear"|69.0|0|0|0|0|0|0|86.0
840120299077033984|"clear"|69.0|0|0|0|0|0|0|86.0
840138950308065281|"light cloudy"|83.0|0|0|0|0|0|0|78.1
840136304230727682|"light cloudy"|84.0|0|0|0|0|0|0|78.1
840181092086878208|"light cloudy"|90.0|0|0|0|0|0|0|66.0
840197964773621761|"heavy cloudy"|93.0|0|0|1|0|0|1|35.6
840189509459410945|"light cloudy"|90.0|0|0|0|0|0|0|66.0
840213350613164032|"heavy cloudy"|96.0|1|0|1|0|0|0|32.0
